999990,9999991,owner
"0","74","owner"
"1","13","owner"
"2","60","owner"
"3","72","owner"
"4","109","owner"
"5","151","owner"
"6","89","owner"
"7","67","owner"
"8","58","owner"
"9","80","owner"
"10","0","owner"
"11","9","owner"
"12","32","owner"
"13","33","owner"
"14","48","owner"
"15","79","owner"
"16","0","owner"
"17","75","owner"
"18","52","owner"
"19","42","owner"
"20","32","owner"
"21","29","owner"
"22","118","owner"
"23","75","owner"
"24","42","owner"
"25","66","owner"
"26","71","owner"
"27","129","owner"
"28","76","owner"
"29","65","owner"
"30","10","owner"
"31","10","owner"
"32","45","owner"
"33","81","owner"
"34","6","owner"
"35","130","owner"
"36","96","owner"
"37","52","owner"
"38","118","owner"
"39","19","owner"
"40","3","owner"
"41","42","owner"
"42","128","owner"
"43","3","owner"
"44","4","owner"
"45","11","owner"
"46","35","owner"
"47","5","owner"
"48","0","owner"
"49","91","owner"
"0","80","labeler"
"0","12","labeler"
"0","19","labeler"
"0","23","labeler"
"0","3","labeler"
"1","61","labeler"
"1","157","labeler"
"1","55","labeler"
"1","14","labeler"
"1","59","labeler"
"1","15","labeler"
"1","129","labeler"
"1","116","labeler"
"1","66","labeler"
"1","0","labeler"
"1","145","labeler"
"1","115","labeler"
"1","2","labeler"
"1","1","labeler"
"1","39","labeler"
"1","7","labeler"
"1","91","labeler"
"1","54","labeler"
"1","101","labeler"
"1","6","labeler"
"1","28","labeler"
"1","62","labeler"
"1","38","labeler"
"1","45","labeler"
"1","36","labeler"
"1","19","labeler"
"1","108","labeler"
"1","88","labeler"
"1","48","labeler"
"1","37","labeler"
"1","22","labeler"
"1","63","labeler"
"1","99","labeler"
"1","86","labeler"
"1","4","labeler"
"1","137","labeler"
"1","25","labeler"
"1","33","labeler"
"1","93","labeler"
"1","52","labeler"
"1","122","labeler"
"1","32","labeler"
"1","50","labeler"
"1","85","labeler"
"1","58","labeler"
"1","3","labeler"
"1","53","labeler"
"1","130","labeler"
"1","133","labeler"
"1","67","labeler"
"1","9","labeler"
"1","90","labeler"
"1","132","labeler"
"1","74","labeler"
"1","149","labeler"
"1","41","labeler"
"1","23","labeler"
"1","40","labeler"
"1","51","labeler"
"1","35","labeler"
"1","10","labeler"
"2","78","labeler"
"2","57","labeler"
"2","38","labeler"
"2","115","labeler"
"2","66","labeler"
"2","48","labeler"
"2","1","labeler"
"2","31","labeler"
"2","12","labeler"
"2","33","labeler"
"2","82","labeler"
"2","2","labeler"
"2","36","labeler"
"2","109","labeler"
"2","135","labeler"
"2","0","labeler"
"2","122","labeler"
"2","86","labeler"
"2","15","labeler"
"2","74","labeler"
"2","113","labeler"
"2","93","labeler"
"2","42","labeler"
"2","10","labeler"
"2","144","labeler"
"2","52","labeler"
"2","83","labeler"
"2","53","labeler"
"2","106","labeler"
"2","16","labeler"
"2","64","labeler"
"2","41","labeler"
"2","89","labeler"
"2","51","labeler"
"2","71","labeler"
"3","122","labeler"
"3","0","labeler"
"3","63","labeler"
"3","108","labeler"
"3","94","labeler"
"3","41","labeler"
"3","104","labeler"
"3","8","labeler"
"3","33","labeler"
"3","20","labeler"
"3","81","labeler"
"3","35","labeler"
"3","64","labeler"
"4","57","labeler"
"4","54","labeler"
"4","47","labeler"
"4","29","labeler"
"4","118","labeler"
"4","0","labeler"
"4","28","labeler"
"4","88","labeler"
"4","48","labeler"
"4","41","labeler"
"4","78","labeler"
"4","135","labeler"
"4","125","labeler"
"4","17","labeler"
"4","35","labeler"
"4","79","labeler"
"4","3","labeler"
"4","83","labeler"
"4","52","labeler"
"4","42","labeler"
"4","112","labeler"
"4","66","labeler"
"4","74","labeler"
"4","50","labeler"
"4","139","labeler"
"4","120","labeler"
"4","70","labeler"
"4","81","labeler"
"4","18","labeler"
"4","19","labeler"
"4","27","labeler"
"4","87","labeler"
"4","76","labeler"
"4","85","labeler"
"4","77","labeler"
"4","145","labeler"
"4","38","labeler"
"4","30","labeler"
"4","36","labeler"
"4","16","labeler"
"4","86","labeler"
"4","46","labeler"
"4","100","labeler"
"4","6","labeler"
"4","95","labeler"
"4","4","labeler"
"4","92","labeler"
"4","94","labeler"
"4","1","labeler"
"4","7","labeler"
"4","64","labeler"
"4","59","labeler"
"4","2","labeler"
"4","72","labeler"
"4","44","labeler"
"4","101","labeler"
"4","22","labeler"
"4","113","labeler"
"4","107","labeler"
"4","14","labeler"
"4","13","labeler"
"4","102","labeler"
"4","104","labeler"
"5","119","labeler"
"5","51","labeler"
"5","102","labeler"
"5","8","labeler"
"5","107","labeler"
"5","4","labeler"
"5","49","labeler"
"5","114","labeler"
"5","76","labeler"
"5","20","labeler"
"5","21","labeler"
"5","16","labeler"
"5","101","labeler"
"5","66","labeler"
"5","100","labeler"
"5","32","labeler"
"5","94","labeler"
"5","143","labeler"
"5","26","labeler"
"5","5","labeler"
"5","29","labeler"
"5","55","labeler"
"5","69","labeler"
"5","37","labeler"
"5","0","labeler"
"5","150","labeler"
"5","112","labeler"
"5","86","labeler"
"5","10","labeler"
"5","6","labeler"
"5","56","labeler"
"5","18","labeler"
"5","2","labeler"
"5","14","labeler"
"5","54","labeler"
"5","83","labeler"
"5","155","labeler"
"5","41","labeler"
"6","47","labeler"
"6","7","labeler"
"6","56","labeler"
"6","33","labeler"
"6","125","labeler"
"6","75","labeler"
"7","61","labeler"
"7","62","labeler"
"7","73","labeler"
"7","47","labeler"
"7","7","labeler"
"7","1","labeler"
"7","37","labeler"
"7","9","labeler"
"7","53","labeler"
"7","43","labeler"
"7","92","labeler"
"7","112","labeler"
"7","78","labeler"
"7","38","labeler"
"7","134","labeler"
"7","132","labeler"
"7","122","labeler"
"7","22","labeler"
"7","124","labeler"
"7","77","labeler"
"7","17","labeler"
"7","60","labeler"
"7","84","labeler"
"7","167","labeler"
"7","46","labeler"
"7","29","labeler"
"7","123","labeler"
"7","0","labeler"
"7","116","labeler"
"7","3","labeler"
"7","24","labeler"
"7","66","labeler"
"7","94","labeler"
"7","104","labeler"
"7","101","labeler"
"7","83","labeler"
"7","111","labeler"
"7","74","labeler"
"7","10","labeler"
"7","118","labeler"
"7","52","labeler"
"7","30","labeler"
"7","14","labeler"
"7","89","labeler"
"7","82","labeler"
"7","126","labeler"
"7","108","labeler"
"7","33","labeler"
"7","102","labeler"
"7","2","labeler"
"7","55","labeler"
